bc,Empresa,Conversão (%),Cadastrado? Quando?,mes,cadastro_periodo,status_cadastro_no_mes,cadastrado_no_mes,cadastro_futuro
2023-08,Empresa 23696,0.0,Não,2023-08,,sem cadastro,False,False
2023-08,Empresa 22777,0.0,Não,2023-08,,sem cadastro,False,False
2023-08,Empresa 10778,0.0,Não,2023-08,,sem cadastro,False,False
2023-08,Empresa 25159,0.0,Não,2023-08,,sem cadastro,False,False
2023-08,Empresa 21390,0.0,202212,2023-08,2022-12,já cadastrado,True,False
2023-08,Empresa 17944,0.0,202301,2023-08,2023-01,já cadastrado,True,False
2023-08,Empresa 16283,0.0,Não,2023-08,,sem cadastro,False,False
2023-08,Empresa 16293,0.0,Não,2023-08,,sem cadastro,False,False
2023-08,Empresa 13096,0.0,Não,2023-08,,sem cadastro,False,False
2023-08,Empresa 19749,0.0,Não,2023-08,,sem cadastro,False,False
2023-08,Empresa 13371,0.0,Não,2023-08,,sem cadastro,False,False
2023-08,Empresa 18450,0.0,Não,2023-08,,sem cadastro,False,False
2023-08,Empresa 9575,0.0,Não,2023-08,,sem cadastro,False,False
2023-08,Empresa 24185,0.0,Não,2023-08,,sem cadastro,False,False
2023-08,Empresa 23900,0.0,Não,2023-08,,sem cadastro,False,False
2023-08,Empresa 16010,0.0,Não,2023-08,,sem cadastro,False,False
2023-08,Empresa 3401,40.11,201907,2023-08,2019-07,já cadastrado,True,False
2023-08,Empresa 14771,0.0,Não,2023-08,,sem cadastro,False,False
2023-08,Empresa 9751,0.0,Não,2023-08,,sem cadastro,False,False
2023-08,Empresa 2841,0.0,Não,2023-08,,sem cadastro,False,False
2023-08,Empresa 2419,100.0,202111,2023-08,2021-11,já cadastrado,True,False
2023-08,Empresa 4160,100.0,202303,2023-08,2023-03,já cadastrado,True,False
2023-08,Empresa 8543,0.0,202106,2023-08,2021-06,já cadastrado,True,False
2023-08,Empresa 2484,100.0,202209,2023-08,2022-09,já cadastrado,True,False
2023-08,Empresa 4772,100.0,202204,2023-08,2022-04,já cadastrado,True,False
2023-08,Empresa 5139,100.0,202205,2023-08,2022-05,já cadastrado,True,False
2023-08,Empresa 9270,0.0,Não,2023-08,,sem cadastro,False,False
2023-08,Empresa 25160,0.0,Não,2023-08,,sem cadastro,False,False
2023-08,Empresa 4135,100.0,202002,2023-08,2020-02,já cadastrado,True,False
